Dia,Hora Inicio,Hora Fin,Origen,Nombre Curso,Nombre Programa,Nombre Docente,Capacidad Requerida,Aulas Candidatas
LU,20:01,21:30,OFERTA,090265-(LAB)EP021>MECANICA DE FLUIDOS  I,,"NIZAMA PAZ, JORGE LUIS",0,2101101 - AULA 101-EDIF. B-CAMPUS -PAB. B-PISO 1 (Cap: 60); 2101103 - AULA 103-EDIF. B-CAMPUS -PAB. B-PISO 1 (Cap: 60); 2106104 - AULA 104-EDIF. A-CAMPUS -PAB. A-PISO 1 (Cap: 60); 2101104 - AULA 104-EDIF. B-CAMPUS -PAB. B-PISO 1 (Cap: 60); 2101106 - AULA 106-EDIF. B-CAMPUS -PAB. B-PISO 1 (Cap: 60); 2106107 - AULA 107-EDIF. A-CAMPUS -PAB. A-PISO 1 (Cap: 30); 2106108 - AULA 108-EDIF. A-CAMPUS -PAB. A-PISO 1 (Cap: 30); 2101108 - AULA 108-EDIF. B-CAMPUS -PAB. B-PISO 1 (Cap: 60); 2106109 - AULA 109-EDIF. A-CAMPUS -PAB. A-PISO 1 (Cap: 30); 2106110 - AULA 110-EDIF. A-CAMPUS -PAB. A-PISO 1 (Cap: 30); 2106111 - AULA 111-EDIF. A-CAMPUS -PAB. A-PISO 1 (Cap: 30); 2106112 - AULA 112-EDIF. A-CAMPUS -PAB. A-PISO 1 (Cap: 30); 2101201 - AULA 201-EDIF. B-CAMPUS -PAB. B-PISO 2 (Cap: 60); 2106202 - AULA 202-EDIF. A-CAMPUS -PAB. A-PISO 2 (Cap: 60); 2101202 - AULA 202-EDIF. B-CAMPUS -PAB. B-PISO 2 (Cap: 60); 2101203 - AULA 203-EDIF. B-CAMPUS -PAB. B-PISO 2 (Cap: 60); 2101204 - AULA 204-EDIF. B-CAMPUS -PAB. B-PISO 2 (Cap: 60); 2106206 - AULA 206-EDIF. A-CAMPUS -PAB. A-PISO 2 (Cap: 30); 2106207 - AULA 207-EDIF. A-CAMPUS -PAB. A-PISO 2 (Cap: 30); 2101207 - AULA 207-EDIF. B-CAMPUS -PAB. B-PISO 2 (Cap: 60); 2106208 - AULA 208-EDIF. A-CAMPUS -PAB. A-PISO 2 (Cap: 30); 2106210 - AULA 210-EDIF. A-CAMPUS -PAB. A-PISO 2 (Cap: 30); 2106211 - AULA 211-EDIF. A-CAMPUS -PAB. A-PISO 2 (Cap: 30); 2106212 - AULA 212-EDIF. A-CAMPUS -PAB. A-PISO 2 (Cap: 30); 2103301 - AULA 301-EDIF. A-CAMPUS -PAB. A-PISO 3 (Cap: 60); 2101301 - AULA 301-EDIF. B-CAMPUS -PAB. B-PISO 3 (Cap: 60); 2103302 - AULA 302-EDIF. A-CAMPUS -PAB. A-PISO 3 (Cap: 60); 2101302 - AULA 302-EDIF. B-CAMPUS -PAB. B-PISO 3 (Cap: 60); 2103303 - AULA 303-EDIF. A-CAMPUS -PAB. A-PISO 3 (Cap: 60); 2101303 - AULA 303-EDIF. B-CAMPUS -PAB. B-PISO 3 (Cap: 60); 2103305 - AULA 305-EDIF. A-CAMPUS -PAB. A-PISO 3 (Cap: 30); 2103306 - AULA 306-EDIF. A-CAMPUS -PAB. A-PISO 3 (Cap: 30); 2103307 - AULA 307-EDIF. A-CAMPUS -PAB. A-PISO 3 (Cap: 30); 2103308 - AULA 308-EDIF. A-CAMPUS -PAB. A-PISO 3 (Cap: 30); 2103309 - AULA 309-EDIF. A-CAMPUS -PAB. A-PISO 3 (Cap: 30); 2103310 - AULA 310-EDIF. A-CAMPUS -PAB. A-PISO 3 (Cap: 30); 2103311 - AULA 311-EDIF. A-CAMPUS -PAB. A-PISO 3 (Cap: 30); 2103312 - AULA 312-EDIF. A-CAMPUS -PAB. 1-PISO 3 (Cap: 30)
